agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key
DEPARTMENT OF MENTAL HYGIENE,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25180,36982,2024,3191000,3191000,"5 By chapter 50, section 1, of the laws of 2024:
6 For administration of the community services block grant (36982).
7 Personal service (50000) ... 3,191,000 .............. (re. $3,191,000)",634,5.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|36982|2024|3191000
DEPARTMENT OF MENTAL HYGIENE,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25180,57050,2024,12000,12000,"8 Nonpersonal service (57050) ... 12,000 ................. (re. $12,000)",634,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|57050|2024|12000
DEPARTMENT OF MENTAL HYGIENE,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25180,60090,2024,1106000,1106000,"9 Fringe benefits (60090) ... 1,106,000 ............... (re. $1,106,000)",634,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|60090|2024|1106000
DEPARTMENT OF MENTAL HYGIENE,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25180,58850,2024,24000,24000,"10 Indirect costs (58850) ... 24,000 ...................... (re. $24,000)",634,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|58850|2024|24000
DEPARTMENT OF MENTAL HYGIENE,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25180,36981,2023,105000,105000,"21 By chapter 50, section 1, of the laws of 2023:
22 For administration of programs to assist and transition from homeless-
23 ness (PATH) grants (36981).
24 Personal service (50000) ... 105,000 .................. (re. $105,000)",634,21.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|36981|2023|105000
DEPARTMENT OF MENTAL HYGIENE,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25180,57050,2023,17000,17000,"25 Nonpersonal service (57050) ... 17,000 ................. (re. $17,000)",634,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|57050|2023|17000
DEPARTMENT OF MENTAL HYGIENE,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25180,60090,2023,56000,56000,"26 Fringe benefits (60090) ... 56,000 ..................... (re. $56,000)",634,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|60090|2023|56000
DEPARTMENT OF MENTAL HYGIENE,STATE OPERATIONS,Special Revenue Funds - Federal,Federal Health and Human Services Account - 25180,58850,2023,2000,2000,"27 Indirect costs (58850) ... 2,000 ........................ (re. $2,000)",634,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|58850|2023|2000
DEPARTMENT OF MENTAL HYGIENE,STATE OPERATIONS,General Fund,State Purposes Account - 10050,37829,2024,82865000,18975000,"648 12550-10-5
DEPARTMENT OF MENTAL HYGIENE
OFFICE FOR PEOPLE WITH DEVELOPMENTAL DISABILITIES
STATE OPERATIONS - REAPPROPRIATIONS 2025-26
1 division of the budget, are deemed fully incorporated herein and a
2 part of this appropriation as if fully stated (37829).
3 Personal service--regular (50100) ... 82,865,000 ... (re. $18,975,000)",648,1.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37829|2024|82865000
DEPARTMENT OF MENTAL HYGIENE,STATE OPERATIONS,General Fund,State Purposes Account - 10050,50200,2024,489000,2000,"4 Temporary service (50200) ... 489,000 ................... (re. $2,000)",648,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|50200|2024|489000
DEPARTMENT OF MENTAL HYGIENE,STATE OPERATIONS,General Fund,State Purposes Account - 10050,50300,2024,165000,97000,"5 Holiday/overtime compensation (50300) ... 165,000 ...... (re. $97,000)",648,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|50300|2024|165000
DEPARTMENT OF MENTAL HYGIENE,STATE OPERATIONS,General Fund,State Purposes Account - 10050,37829,2024,2072000,1928000,"6 Nonpersonal service, including for services and expenses of the assets
7 for independence program and other health and human services
8 programs (37829).
9 Supplies and materials (57000) ... 2,072,000 ........ (re. $1,928,000)",648,6.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37829|2024|2072000
DEPARTMENT OF MENTAL HYGIENE,STATE OPERATIONS,General Fund,State Purposes Account - 10050,54000,2024,2268000,1178000,"10 Travel (54000) ... 2,268,000 ........................ (re. $1,178,000)",648,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|54000|2024|2268000
DEPARTMENT OF MENTAL HYGIENE,STATE OPERATIONS,General Fund,State Purposes Account - 10050,51000,2024,46445000,37525000,"11 Contractual services (51000) ... 46,445,000 ........ (re. $37,525,000)",648,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|51000|2024|46445000
DEPARTMENT OF MENTAL HYGIENE,STATE OPERATIONS,General Fund,State Purposes Account - 10050,56000,2024,3958000,3269000,"12 Equipment (56000) ... 3,958,000 ..................... (re. $3,269,000)",648,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|56000|2024|3958000
DIVISION OF MILITARY AND NAVAL AFFAIRS,STATE OPERATIONS,Special Revenue Funds - Federal,Recruitment Incentive Account - 22171,38700,2019,20495000,38000,"36 By chapter 50, section 1, of the laws of 2019:
37 For services and expenses related to the military readiness program
38 (38700).
39 Nonpersonal service (57050) ... 20,495,000 ............. (re. $38,000)",655,36.0,2025-26,STOPS 25-26.pdf,DIVISION OF MILITARY AND NAVAL AFFAIRS|38700|2019|20495000
DIVISION OF MILITARY AND NAVAL AFFAIRS,STATE OPERATIONS,Special Revenue Funds - Federal,Recruitment Incentive Account - 22171,38701,2024,3300000,3300000,"1 By chapter 50, section 1, of the laws of 2024:
2 For the payment of tuition benefits provided to eligible members of
3 the state's organized militia pursuant to section 669-b of the
4 education law. The moneys hereby appropriated shall be available for
5 expenses already accrued or to accrue (38701).
6 Contractual services (51000) ... 3,300,000 .......... (re. $3,300,000)",656,1.0,2025-26,STOPS 25-26.pdf,DIVISION OF MILITARY AND NAVAL AFFAIRS|38701|2024|3300000
DEPARTMENT OF MOTOR VEHICLES,STATE OPERATIONS,Special Revenue Funds - Federal,State Purposes Account - 10050,58850,2023,0,181000,"25 Indirect costs (58850) ... [165,000]_2_2_5_,_0_0_0 ........... (re. $181,000)",663,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MOTOR VEHICLES|58850|2023|0
DEPARTMENT OF MOTOR VEHICLES,STATE OPERATIONS,Special Revenue Funds - Federal,State Purposes Account - 10050,39011,2023,625000,581000,"38 By chapter 50, section 1, of the laws of 2023:
39 For suballocation to other state agencies for services and expenses
40 related to highway safety programs. A portion of these funds may be
41 transferred to aid to localities (39011).
42 Personal service (50000) ... 625,000 .................. (re. $581,000)",665,38.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MOTOR VEHICLES|39011|2023|625000
DEPARTMENT OF MOTOR VEHICLES,STATE OPERATIONS,Special Revenue Funds - Federal,State Purposes Account - 10050,58850,2023,81000,81000,"45 Indirect costs (58850) ... 81,000 ...................... (re. $81,000)",665,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MOTOR VEHICLES|58850|2023|81000
DEPARTMENT OF MOTOR VEHICLES,STATE OPERATIONS,Special Revenue Funds - Federal,State Purposes Account - 10050,39011,2022,0,4282000,"1 The appropriation made by chapter 50, section 1, of the laws of 2022 as
2 supplemented by a transfer in accordance with state finance law, is
3 hereby amended and reappropriated to read:
4 For suballocation to other state agencies for services and expenses
5 related to highway safety programs. A portion of these funds may be
6 transferred to aid to localities (39011).
7 Personal service (50000) ... [625,000]_4_,_3_2_4_,_0_0_0 ..... (re. $4,282,000)",666,1.0,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MOTOR VEHICLES|39011|2022|0
DEPARTMENT OF MOTOR VEHICLES,STATE OPERATIONS,Special Revenue Funds - Federal,State Purposes Account - 10050,60090,2022,0,1562000,"9 Fringe benefits (60090) ... [367,000]_1_,_5_8_9_,_0_0_0 ...... (re. $1,562,000)",666,,2025-26,STOPS 25-26.pdf,DEPARTMENT OF MOTOR VEHICLES|60090|2022|0
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",STATE OPERATIONS,special revenue funds - federal,Federal Indirect Recovery Account - 22188,81001,2020,50000,50000,"30 By chapter 50, section 1, of the laws of 2020:
31 For services and expenses related to the administration of special
32 revenue funds - other, special revenue funds - federal and internal
33 service funds and for services provided to other state agencies,
34 governmental bodies and other entities.
35 Notwithstanding any other provision of law to the contrary, the OGS
36 Interchange and Transfer Authority and the IT Interchange and Trans-
37 fer Authority as defined in the 2020-21 state fiscal year state
38 operations appropriation for the budget division program of the
39 division of the budget, are deemed fully incorporated herein and a
40 part of this appropriation as if fully stated (81001).
41 Personal service--regular (50100) ... 50,000 ........... (re. $50,000)",685,30.0,2025-26,STOPS 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|81001|2020|50000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",STATE OPERATIONS,special revenue funds - federal,Federal Indirect Recovery Account - 22188,50200,2020,25000,25000,"42 Temporary service (50200) ... 25,000 ................... (re. $25,000)",685,,2025-26,STOPS 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|50200|2020|25000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",STATE OPERATIONS,special revenue funds - federal,Federal Indirect Recovery Account - 22188,57000,2020,65000,65000,"43 Supplies and materials (57000) ... 65,000 .............. (re. $65,000)",685,,2025-26,STOPS 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|57000|2020|65000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",STATE OPERATIONS,special revenue funds - federal,Federal Indirect Recovery Account - 22188,54000,2020,30000,30000,"44 Travel (54000) ... 30,000 .............................. (re. $30,000)",685,,2025-26,STOPS 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|54000|2020|30000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",STATE OPERATIONS,special revenue funds - federal,Federal Indirect Recovery Account - 22188,51000,2020,170000,170000,"45 Contractual services (51000) ... 170,000 .............. (re. $170,000)",685,,2025-26,STOPS 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|51000|2020|170000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",STATE OPERATIONS,special revenue funds - federal,Federal Indirect Recovery Account - 22188,56000,2020,100000,100000,"46 Equipment (56000) ... 100,000 ......................... (re. $100,000)",685,,2025-26,STOPS 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|56000|2020|100000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",STATE OPERATIONS,special revenue funds - federal,Federal Indirect Recovery Account - 22188,60000,2020,50000,50000,"47 Fringe benefits (60000) ... 50,000 ..................... (re. $50,000)",685,,2025-26,STOPS 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|60000|2020|50000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",STATE OPERATIONS,special revenue funds - federal,Federal Indirect Recovery Account - 22188,58800,2020,10000,10000,"48 Indirect costs (58800) ... 10,000 ...................... (re. $10,000)",685,,2025-26,STOPS 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|58800|2020|10000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",STATE OPERATIONS,Special Revenue Funds - Federal,Federal Operating Grants Fund Account - 25462,39901,2021,501000,90000,"24 By chapter 50, section 1, of the laws of 2021:
25 For services and expenses related to grants for historic preservation
26 projects including acquisition, research, development, education and
27 rehabilitation of historic sites, programs and facilities (39901).
28 Nonpersonal service (57050) ... 501,000 ................ (re. $90,000)",686,24.0,2025-26,STOPS 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|39901|2021|501000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",STATE OPERATIONS,Special Revenue Funds - Federal,Federal Operating Grants Fund Account - 25462,60090,2021,151000,144000,"29 Fringe benefits (60090) ... 151,000 ................... (re. $144,000)",686,,2025-26,STOPS 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|60090|2021|151000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",STATE OPERATIONS,Special Revenue Funds - Federal,Federal Operating Grants Fund Account - 25462,58850,2021,31000,31000,"30 Indirect costs (58850) ... 31,000 ...................... (re. $31,000)",686,,2025-26,STOPS 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|58850|2021|31000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",STATE OPERATIONS,Special Revenue Funds - Federal,Federal Operating Grants Fund Account - 25462,39901,2020,601000,181000,"31 By chapter 50, section 1, of the laws of 2020:
32 For services and expenses related to grants for historic preservation
33 projects including acquisition, research, development, education and
34 rehabilitation of historic sites, programs and facilities (39901).
35 Nonpersonal service (57050) ... 601,000 ............... (re. $181,000)",686,31.0,2025-26,STOPS 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|39901|2020|601000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",STATE OPERATIONS,Special Revenue Funds - Federal,Federal Operating Grants Fund Account - 25462,60090,2020,151000,151000,"36 Fringe benefits (60090) ... 151,000 ................... (re. $151,000)",686,,2025-26,STOPS 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|60090|2020|151000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",STATE OPERATIONS,Special Revenue Funds - Federal,Federal Operating Grants Fund Account - 25462,58850,2020,31000,31000,"37 Indirect costs (58850) ... 31,000 ...................... (re. $31,000)",686,,2025-26,STOPS 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|58850|2020|31000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",STATE OPERATIONS,Special Revenue Funds - Federal,Federal Operating Grants Fund Account - 25383,81003,2023,38331000,17927000,"20 By chapter 50, section 1, of the laws of 2023:
21 For services and expenses related to the administration and operation
22 of the park operations program, providing that moneys hereby appro-
23 priated shall be available to the program net of refunds, rebates,
24 reimbursements, credits, and deductions taken by contractors,
25 including the golf management system, for fees associated with oper-
26 ating park facilities.
27 Notwithstanding any other provision of law to the contrary, the OGS
28 Interchange and Transfer Authority and the IT Interchange and Trans-
29 fer Authority as defined in the 2023-24 state fiscal year state
30 operations appropriation for the budget division program of the
31 division of the budget, are deemed fully incorporated herein and a
32 part of this appropriation as if fully stated (81003).
33 Personal service--regular (50100) ... 38,331,000 ... (re. $17,927,000)",687,20.0,2025-26,STOPS 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|81003|2023|38331000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",STATE OPERATIONS,Special Revenue Funds - Federal,Federal Operating Grants Fund Account - 25383,50200,2023,26412000,5564000,"34 Temporary service (50200) ... 26,412,000 ............ (re. $5,564,000)",687,,2025-26,STOPS 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|50200|2023|26412000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",STATE OPERATIONS,Special Revenue Funds - Federal,Federal Operating Grants Fund Account - 25383,50300,2023,1459000,1459000,"35 Holiday/overtime compensation (50300) ................................
36 1,459,000 ......................................... (re. $1,459,000)",687,35.0,2025-26,STOPS 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|50300|2023|1459000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",STATE OPERATIONS,Special Revenue Funds - Federal,Federal Operating Grants Fund Account - 25383,57000,2023,28594000,6719000,"37 Supplies and materials (57000) ... 28,594,000 ....... (re. $6,719,000)",687,,2025-26,STOPS 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|57000|2023|28594000"
