agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key,program_purpose,program_category,recipient_name,recipient_type,recipients,statutory_references,has_transfer_authority,has_interchange_authority,transfer_targets,requires_approval,approval_authority,set_aside_amount,set_aside_purpose,percentage_allocations,time_limits,has_notwithstanding
DEPARTMENT OF MENTAL HYGIENE,CAPITAL PROJECTS,Capital Projects Fund,OPWDD-State Facilities Account - 32310,81040,2008,7600000,14000,"10 By chapter 54, section 1, of the laws of 2008, as amended by chapter 54,
11 section 1, of the laws of 2011:
12 For alterations and improvements for preservation of various facili-
13 ties including rehabilitation projects. This appropriation may be
14 used for the cost of potential claims against contracts awarded by
15 the dormitory authority of the state of New York. Upon request of
16 the commissioner of the office for people with developmental disa-
17 bilities and approval by the director of the budget, this appropri-
18 ation may be transferred to the dormitory authority of the state of
19 New York (51P10803) (81040) ... 7,600,000 ............ (re. $14,000)",622,10.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|81040|2008|7600000,,arts_culture,,,[],[],True,False,"[""dormitory authority""]",False,,,,[],[],False
DEPARTMENT OF MENTAL HYGIENE,CAPITAL PROJECTS,Capital Projects Fund,OPWDD-State Facilities Account - 32310,81078,2006,32143000,198000,"1 By chapter 54, section 1, of the laws of 2006, as amended by chapter 54,
2 section 1, of the laws of 2018:
3 For alterations and improvements for health and safety projects at
4 various facilities. This appropriation may be used for the cost of
5 potential claims against contracts awarded by the dormitory authori-
6 ty of the state of New York. Upon request of the commissioner of the
7 office for people with developmental disabilities and approval by
8 the director of the budget, this appropriation may be suballocated
9 or transferred to the dormitory authority of the state of New York
10 (51H30601) (81078) ... 32,143,000 ................... (re. $198,000)",624,1.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|81078|2006|32143000,,health,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF MENTAL HYGIENE,CAPITAL PROJECTS,Capital Projects Fund,OPWDD-State Facilities Account - 32310,37857,2012,1000000,548000,"627 12554-09-5
DEPARTMENT OF MENTAL HYGIENE
OFFICE FOR PEOPLE WITH DEVELOPMENTAL DISABILITIES
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 York, provided, however, that no expenditures may be made from this
2 appropriation until a comprehensive plan of projects has been
3 approved by the director of the budget (51PR1203) (37857) ..........
4 1,000,000 ........................................... (re. $548,000)",627,1.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37857|2012|1000000,,health,,,[],[],False,False,[],False,,,,[],[],False
METROPOLITAN TRANSPORTATION AUTHORITY,CAPITAL PROJECTS,capital projects fund,OPWDD-Community Facilities Account - 32304,43807,2024,36,36000000,"13 as amended by chapter 54, section 1, of the laws of 2024, is hereby
14 amended and reappropriated to read:
15 Advance for: The sum of thirty-six million dollars ($36,000,000), or
16 so much thereof as may be necessary, is hereby appropriated as an
17 advance from the capital projects fund to the Triborough bridge and
18 tunnel authority for replacements of the authority's insurance
19 reserve and operating contingency reserve for the period beginning
20 April 1, [2024] _2_0_2_5 and ending March 31, [2025] _2_0_2_6. The advance
21 appropriation shall be made available and paid only if the Tribor-
22 ough bridge and tunnel authority's insurance reserve and operating
23 contingency reserve is needed for the purposes for which the
24 reserves were created.
25 Notwithstanding the provisions of any general or special law, no part
26 of any such appropriation shall be available for the purposes desig-
27 nated until a certificate of approval of availability shall have
28 been issued by the director of the budget, and a copy of such
29 certificate filed with the state comptroller, the chairman of the
30 senate finance committee and the chairman of the assembly ways and
31 means committee. Such certificate may be amended from time to time
32 subject to the approval of the director of the budget, and a copy of
33 each such amendment shall be filed with the state comptroller, the
34 chairman of the senate finance committee and the chairman of the
35 assembly ways and means committee (03310912) (43807) ...............
36 .................................................. (re. $36,000,000)",634,13.0,2025-26,CAP 25-26.pdf,METROPOLITAN TRANSPORTATION AUTHORITY|43807|2024|36,,transportation,,,[],[],False,False,[],True,director of the budget,,,[],[],False
DIVISION OF MILITARY AND NAVAL AFFAIRS,CAPITAL PROJECTS,Capital Projects Fund,DMNA Federal Capital Account - 31365,81107,2020,4000000,43000,"10 By chapter 54, section 1, of the laws of 2020:
11 For the maintenance and operation of various facilities and systems
12 including personal services, fringe benefits and indirect costs.
13 Notwithstanding any other law to the contrary, all or a portion of the
14 funds appropriated herein may be suballocated or transferred to any
15 department, agency, or public authority (07FM20MO) (81107) .........
16 4,000,000 ............................................ (re. $43,000)",641,10.0,2025-26,CAP 25-26.pdf,DIVISION OF MILITARY AND NAVAL AFFAIRS|81107|2020|4000000,,transportation,,,[],[],False,False,[],False,,,,[],[],True
DIVISION OF MILITARY AND NAVAL AFFAIRS,CAPITAL PROJECTS,Capital Projects Fund,DMNA Federal Capital Account - 31365,81107,2022,0,1677000,"35 The appropriation made by chapter 54, section 1, of the laws of 2022, as
36 supplemented by a transfer in accordance with state finance law, is
37 hereby amended and reappropriated to read:
38 For the maintenance and operation of various facilities and systems
39 including personal services, fringe benefits and indirect costs.
40 Notwithstanding any other law to the contrary, all or a portion of
41 the funds appropriated herein may be suballocated or transferred to
42 any department, agency, or public authority (07MF22MO) (81107) ...
43 [7,000,000] _7_,_2_3_2_,_0_0_0 ............................. (re. $1,677,000)",641,35.0,2025-26,CAP 25-26.pdf,DIVISION OF MILITARY AND NAVAL AFFAIRS|81107|2022|0,,transportation,,,[],[],False,False,[],False,,,,[],[],True
DIVISION OF MILITARY AND NAVAL AFFAIRS,CAPITAL PROJECTS,Capital Projects Fund,DMNA Federal Capital Account - 31365,81010,2014,6200000,364000,"9 By chapter 54, section 1, of the laws of 2014:
10 Alterations and improvements for the preservation of facilities
11 including liabilities incurred prior to April 1, 2014 (07SO1403)
12 (81010) ... 6,200,000 ............................... (re. $364,000)",644,9.0,2025-26,CAP 25-26.pdf,DIVISION OF MILITARY AND NAVAL AFFAIRS|81010|2014|6200000,,arts_culture,,,[],[],False,False,[],False,,,,[],[],False
DIVISION OF MILITARY AND NAVAL AFFAIRS,CAPITAL PROJECTS,Capital Projects Fund,DMNA Federal Capital Account - 31365,81010,2013,7000000,156000,"13 By chapter 54, section 1, of the laws of 2013:
14 Alterations and improvements for the preservation of facilities
15 including liabilities incurred prior to April 1, 2013 (07SO1303)
16 (81010) ... 7,000,000 ............................... (re. $156,000)",644,13.0,2025-26,CAP 25-26.pdf,DIVISION OF MILITARY AND NAVAL AFFAIRS|81010|2013|7000000,,arts_culture,,,[],[],False,False,[],False,,,,[],[],False
DIVISION OF MILITARY AND NAVAL AFFAIRS,CAPITAL PROJECTS,Capital Projects Fund,DMNA Federal Capital Account - 31365,81010,2012,7000000,152000,"17 By chapter 54, section 1, of the laws of 2012:
18 Alterations and improvements for the preservation of facilities
19 including liabilities incurred prior to April 1, 2012 (07SO1203)
20 (81010) ... 7,000,000 ............................... (re. $152,000)",644,17.0,2025-26,CAP 25-26.pdf,DIVISION OF MILITARY AND NAVAL AFFAIRS|81010|2012|7000000,,arts_culture,,,[],[],False,False,[],False,,,,[],[],False
DIVISION OF MILITARY AND NAVAL AFFAIRS,CAPITAL PROJECTS,Capital Projects Fund,DMNA Federal Capital Account - 31365,81010,2011,7000000,65000,"21 By chapter 54, section 1, of the laws of 2011:
22 Alterations and improvements for the preservation of facilities
23 including liabilities incurred prior to April 1, 2011 (07SO1103)
24 (81010) ... 7,000,000 ................................ (re. $65,000)",644,21.0,2025-26,CAP 25-26.pdf,DIVISION OF MILITARY AND NAVAL AFFAIRS|81010|2011|7000000,,arts_culture,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF MOTOR VEHICLES,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,50000,2025,142192000,0,"647 12554-09-5 DEPARTMENT OF MOTOR VEHICLES CAPITAL PROJECTS 2025-26 1 For the comprehensive construction programs, purposes and 2 projects as herein specified in accordance with the 3 following: 4 APPROPRIATIONS REAPPROPRIATIONS 5 Capital Projects Funds - Other ..... 336,469,000 533,493,000 6 ---------------- ---------------- 7 All Funds ........................ 336,469,000 533,493,000 8 ================ ================ 9 TRANSPORTATION SUPPORT (CCP) ............................... 336,469,000 10 -------------- 11 Capital Projects Funds - Other 12 Dedicated Highway and Bridge Trust Fund 13 Highway and Bridge Capital Account - 30051 14 Transportation Support Purpose 15 For services and expenses of the department 16 of motor vehicles. 17 The items shown in the schedule below shall 18 be for projects with a common purpose and 19 may be interchanged without limitation 20 subject to the approval of the director of 21 the budget. 22 Notwithstanding any other provision of law 23 to the contrary, the OGS Interchange and 24 Transfer Authority and the IT Interchange 25 and Transfer Authority as defined in the 26 state fiscal year state operations appro- 27 priation for the budget division program 28 of the division of the budget, are deemed 29 fully incorporated herein and a part of 30 this appropriation as if fully stated 31 (39012). 32 Personal service (231125TS) (50000) .......... 142,192,000",647,32.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF MOTOR VEHICLES|50000|2025|142192000,,transportation,,,[],[],False,False,[],True,the director,,,[],[],True
DEPARTMENT OF MOTOR VEHICLES,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,39012,2024,142192000,82096000,"15 By chapter 54, section 1, of the laws of 2024:
16 For services and expenses of the department of motor vehicles.
17 The items shown in the schedule below shall be for projects with a
18 common purpose and may be interchanged without limitation subject to
19 the approval of the director of the budget.
20 Notwithstanding any other provision of law to the contrary, the OGS
21 Interchange and Transfer Authority and the IT Interchange and Trans-
22 fer Authority as defined in the state fiscal year state operations
23 appropriation for the budget division program of the division of the
24 budget, are deemed fully incorporated herein and a part of this
25 appropriation as if fully stated (39012).
26 Personal service (231124TS) (50000) ..................................
27 142,192,000 ...................................... (re. $82,096,000)",648,15.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF MOTOR VEHICLES|39012|2024|142192000,For services and expenses of the department of motor vehicles,,,,[],[],False,False,[],False,,,,[],[],True
DEPARTMENT OF MOTOR VEHICLES,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,57050,2024,95470000,78127000,"28 Nonpersonal service (231224TS) (57050) ...............................
29 95,470,000 ....................................... (re. $78,127,000)",648,28.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF MOTOR VEHICLES|57050|2024|95470000,,,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF MOTOR VEHICLES,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,60090,2024,93981000,58930000,"30 Fringe benefits (231324TS) (60090) ...................................
31 93,981,000 ....................................... (re. $58,930,000)",648,30.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF MOTOR VEHICLES|60090|2024|93981000,,,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF MOTOR VEHICLES,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,58850,2024,4826000,3241000,"32 Indirect costs (231424TS) (58850) ... 4,826,000 ..... (re. $3,241,000)",648,,2025-26,CAP 25-26.pdf,DEPARTMENT OF MOTOR VEHICLES|58850|2024|4826000,,,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF MOTOR VEHICLES,CAPITAL PROJECTS,Capital Projects Fund,Highway and Bridge Capital Account - 30051,39012,2023,140692000,841000,"33 By chapter 54, section 1, of the laws of 2023:
34 For services and expenses of the department of motor vehicles.
35 The items shown in the schedule below shall be for projects with a
36 common purpose and may be interchanged without limitation subject to
37 the approval of the director of the budget.
38 Notwithstanding any other provision of law to the contrary, the OGS
39 Interchange and Transfer Authority and the IT Interchange and Trans-
40 fer Authority as defined in the state fiscal year state operations
41 appropriation for the budget division program of the division of the
42 budget, are deemed fully incorporated herein and a part of this
43 appropriation as if fully stated (39012).
44 Personal service (231123TS) (50000) ..................................
45 140,692,000 ......................................... (re. $841,000)",648,33.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF MOTOR VEHICLES|39012|2023|140692000,For services and expenses of the department of motor vehicles,,,,[],[],False,False,[],False,,,,[],[],True
