agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37889,2024,45140000,45140000,"38 Notwithstanding any inconsistent provision of law, funding made avail-
39 able by this appropriation shall support direct salary costs and
40 related fringe benefits associated with any minimum wage increase
41 that takes effect on or after December 31, 2016, pursuant to section
42 652 of the labor law. Organizations eligible for funding made avail-
43 able by this appropriation shall be limited to those that are
44 required to file a consolidated fiscal report with the office for
45 people with developmental disabilities. Each eligible organization
46 in receipt of funding made available by this appropriation shall
47 submit written certification, in such form and at such time as the
48 commissioner shall prescribe, attesting to how such funding will be
49 or was used for purposes eligible under this appropriation. Notwith-
50 standing any inconsistent provision of law, and subject to the
AB
1284 12553-09-5
DEPARTMENT OF MENTAL HYGIENE
OFFICE FOR PEOPLE WITH DEVELOPMENTAL DISABILITIES
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 approval of the director of the budget, the amounts appropriated
2 herein may be increased or decreased by interchange or transfer
3 without limit to any local assistance appropriation of the office
4 for people with developmental disabilities, and may include advances
5 to organizations authorized to receive such funds to accomplish this
6 purpose (37889) ....................................................
7 45,140,000 ....................................... (re. $45,140,000)",1284,38.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37889|2024|45140000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37913,2022,25000,3000,"47 Center for Career Freedom (37913) ... 25,000 ............ (re. $3,000)",1284,,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37913|2022|25000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37877,2020,50000,50000,"15 By chapter 53, section 1, of the laws of 2020, as amended by chapter 50,
16 section 4, of the laws of 2020:
17 Epilepsy Foundation of Northeastern New York (37877) .................
18 50,000 ............................................... (re. $50,000)",1285,15.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37877|2020|50000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37896,2018,50000,32000,"20 By chapter 53, section 1, of the laws of 2018:
21 For community mental hygiene services and/or expenses of contracts
22 with municipalities; educational institutions; and/or not-for-profit
23 agencies:
24 Life's Worc, Inc. (37896) ... 50,000 ................... (re. $32,000)",1285,20.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37896|2018|50000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37897,2018,500000,50000,"25 New York State Association of Community and Residential Agencies, Inc.
26 d/b/a New York Alliance For Inclusion and Innovation (37897) .......
27 500,000 .............................................. (re. $50,000)",1285,25.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37897|2018|500000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37888,2018,100000,100000,"28 Syracuse University (37888) ... 100,000 ............... (re. $100,000)",1285,,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37888|2018|100000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37893,2018,75000,4000,"29 Bonim Lamokom Zichron Moshe Dov, Inc. (37893) ........................
30 75,000 ................................................ (re. $4,000)",1285,29.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37893|2018|75000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37810,2018,50000,2000,"31 HASC Center, Inc. (37810) ... 50,000 .................... (re. $2,000)",1285,,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37810|2018|50000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37808,2017,200000,11000,"32 By chapter 53, section 1, of the laws of 2017, as transferred by chapter
33 53, section 1, of the laws of 2018:
34 For community mental hygiene services and/or expenses of contracts
35 with municipalities; educational institutions; and/or not-for-profit
36 agencies:
37 Women's League Community Residences, Inc. (37808) ....................
38 200,000 .............................................. (re. $11,000)",1285,32.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37808|2017|200000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37888,2017,100000,4000,"39 Syracuse University (37888) ... 100,000 ................. (re. $4,000)",1285,,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37888|2017|100000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37895,2017,55000,28000,"40 Developmental Disabilities Alliance of Western New York (37895) ......
41 55,000 ............................................... (re. $28,000)",1285,40.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37895|2017|55000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37896,2017,25000,13000,"42 Life's Worc, Inc. (37896) ... 25,000 ................... (re. $13,000)",1285,,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37896|2017|25000
DEPARTMENT OF MENTAL HYGIENE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,37825,2016,50000,1000,"43 By chapter 53, section 1, of the laws of 2016, as transferred by chapter
44 53, section 1, of the laws of 2018:
AB
1286 12553-09-5
DEPARTMENT OF MENTAL HYGIENE
OFFICE FOR PEOPLE WITH DEVELOPMENTAL DISABILITIES
AID TO LOCALITIES - REAPPROPRIATIONS 2025-26
1 For community mental hygiene services and/or expenses of contracts
2 with municipalities; educational institutions; and/or not-for-profit
3 agencies:
4 The Special Children Center (37825) ... 50,000 .......... (re. $1,000)",1286,43.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF MENTAL HYGIENE|37825|2016|50000
METROPOLITAN TRANSPORTATION AUTHORITY,AID TO LOCALITIES,Special Revenue Funds - Other,Railroad Account - 20852,43804,2025,282634200,0,"1287 12553-09-5 METROPOLITAN TRANSPORTATION AUTHORITY AID TO LOCALITIES 2025-26 1 For payment according to the following schedule: 2 APPROPRIATIONS REAPPROPRIATIONS 3 Special Revenue Funds - Other ...... 2,127,538,300 0 4 ---------------- ---------------- 5 All Funds ........................ 2,127,538,300 0 6 ================ ================ 7 SCHEDULE 8 DEDICATED MASS TRANSPORTATION TRUST FUND ................. 1,883,288,300 9 -------------- 10 Special Revenue Funds - Other 11 Dedicated Mass Transportation Trust Fund 12 Railroad Account - 20852 13 To the metropolitan transportation authority 14 for deposit in the dedicated tax fund for 15 the expenses of the New York city transit 16 authority, the Manhattan and Bronx surface 17 transit operating authority, and the 18 Staten Island rapid transit operating 19 authority, the Long Island rail road 20 company and the Metro-North commuter rail- 21 road company which includes the New York 22 state portion of the Harlem, Hudson, Port 23 Jervis, Pascack, and the New Haven commu- 24 ter railroad service regardless of whether 25 the services are provided directly or 26 pursuant to joint service agreements for 27 the period April 1, 2026 to March 31, 2027 28 provided, however, that such appropriation 29 shall become available only pursuant to 30 subdivision 3 of section 89-c of the state 31 finance law and notwithstanding section 40 32 of the state finance law shall take effect 33 on April 1, 2026 and shall lapse on March 34 31, 2027 (43804) ........................... 282,634,200",1287,34.0,2025-26,ATL 25-26.pdf,METROPOLITAN TRANSPORTATION AUTHORITY|43804|2025|282634200
METROPOLITAN TRANSPORTATION AUTHORITY,AID TO LOCALITIES,Special Revenue Funds - Other,Mobility Tax Trust Account - 23651,43804,2025,1600654100,0,"1288 12553-09-5 METROPOLITAN TRANSPORTATION AUTHORITY AID TO LOCALITIES 2025-26 1 transit operating authority, and the 2 Staten Island rapid transit operating 3 authority, the Long Island rail road 4 company and the Metro-North commuter rail- 5 road company which includes the New York 6 state portion of the Harlem, Hudson, Port 7 Jervis, Pascack, and the New Haven commu- 8 ter railroad service regardless of whether 9 the services are provided directly or 10 pursuant to joint service agreements for 11 the period April 1, 2026 to March 31, 2027 12 provided, however, that such appropriation 13 shall become available only pursuant to 14 subdivision 3 of section 89-c of the state 15 finance law and notwithstanding section 40 16 of the state finance law shall take effect 17 on April 1, 2026 and shall lapse on March 18 31, 2027 (43804) ......................... 1,600,654,100",1288,18.0,2025-26,ATL 25-26.pdf,METROPOLITAN TRANSPORTATION AUTHORITY|43804|2025|1600654100
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,40430,2022,125000,125000,"42 By chapter 53, section 1, of the laws of 2022:
43 For services and expenses related to:
44 Riverside Park Conservancy (40430) ... 125,000 ........ (re. $125,000)",1298,42.0,2025-26,ATL 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|40430|2022|125000"
"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION",AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,40430,2021,125000,125000,"23 Riverside Park Conservancy (40430) ... 125,000 ........ (re. $125,000)",1299,,2025-26,ATL 25-26.pdf,"OFFICE OF PARKS, RECREATION AND HISTORIC PRESERVATION|40430|2021|125000"
DEPARTMENT OF PUBLIC SERVICE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,48609,2024,50000000,50000000,"4 By chapter 53, section 1, of the laws of 2024:
5 To provide an energy affordability guarantee to participating low-in-
6 come residential customers in the EmPower Plus Program administered
7 by the New York State Energy Research and Development Authority who
8 electrify their homes in accordance with program standards required
9 by the authority. The energy affordability guarantee shall provide
10 that any participating residential customer in the EmPower Plus
11 Program shall spend no more than six percent of household income on
12 electric utility bills for the estimated useful life of the related
13 electrification project. The energy affordability guarantee is to
14 remain with the residence that participated in the EmPower Plus
15 Program and can transfer between tenants or owners through the elec-
16 tric corporation's application for service, provided however that
17 the benefits of this program can only be transferred to eligible new
18 tenants or owners. For the purpose of the energy affordability guar-
19 antee the Public Service Commission is authorized to establish a cap
20 on a participating residential customer's annual total electric
21 usage by kilowatt hour applicable to the guarantee when establishing
22 such program. Amounts appropriated herein may be disbursed to the
23 utilities, including the Long Island Power Authority, on behalf of
24 eligible electric residential utility customers who participate in
25 the EmPower Plus Program. No more than three percent of the amount
26 appropriated herein may be transferred to state operations to
27 support the proper administration, implementation and evaluation of
28 the energy affordability guarantee. A portion of these funds may be
29 transferred or suballocated to any other state agency, department,
30 public authority or public benefit corporation _(_4_8_6_0_9_) .............
31 50,000,000 ....................................... (re. $50,000,000)",1317,4.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF PUBLIC SERVICE|48609|2024|50000000
DEPARTMENT OF STATE,AID TO LOCALITIES,General Fund,Local Assistance Account - 10000,51025,2023,500000,500000,"14 By chapter 53, section 1, of the laws of 2023:
15 For services and expenses of Rockland County [(51025)]_(_5_1_3_2_7_) ........
16 500,000 ............................................. (re. $500,000)",1326,14.0,2025-26,ATL 25-26.pdf,DEPARTMENT OF STATE|51025|2023|500000
